month,division,line,day_type,num_sched_trains,num_actual_trains,service delivered
2024-07-01,A DIVISION,7,2,1272,1275,100.2358491
2024-07-01,A DIVISION,S 42nd,1,2222,2212,99.549955
2024-07-01,A DIVISION,S 42nd,2,1420,1419,99.9295775
2024-07-01,B DIVISION,A,2,1528,1403,91.8193717
2024-07-01,B DIVISION,A,1,2838,2653,93.4813249
2024-07-01,B DIVISION,B,1,1783,1605,90.0168256
2024-07-01,B DIVISION,C,1,1597,1443,90.3569192
2024-07-01,B DIVISION,C,2,1279,1108,86.6301798
2024-07-01,B DIVISION,D,1,1995,1822,91.3283208
2024-07-01,B DIVISION,D,2,1280,1212,94.6875
2024-07-01,B DIVISION,E,2,640,624,97.5
2024-07-01,B DIVISION,E,1,1716,1602,93.3566434
2024-07-01,B DIVISION,F,1,3045,2800,91.954023
2024-07-01,B DIVISION,F,2,1280,1151,89.921875
2024-07-01,B DIVISION,G,1,936,913,97.542735
2024-07-01,B DIVISION,G,2,744,737,99.0591398
2024-07-01,B DIVISION,JZ,2,660,660,100
2024-07-01,B DIVISION,JZ,1,1113,1055,94.7888589
2024-07-01,B DIVISION,L,1,2110,1984,94.028436
2024-07-01,B DIVISION,L,2,1596,1534,96.1152882
2024-07-01,B DIVISION,M,1,1911,1776,92.9356358
2024-07-01,B DIVISION,M,2,660,654,99.0909091
2024-07-01,B DIVISION,N,1,1911,1794,93.877551
2024-07-01,B DIVISION,N,2,1280,1196,93.4375
2024-07-01,B DIVISION,Q,1,2163,2013,93.0651872
2024-07-01,B DIVISION,Q,2,1776,1739,97.9166667
2024-07-01,B DIVISION,R,1,2163,1971,91.1234397
2024-07-01,B DIVISION,R,2,1200,1150,95.8333333
2024-07-01,B DIVISION,S Fkln,1,756,754,99.7354497
2024-07-01,B DIVISION,S Fkln,2,528,528,100
2024-07-01,B DIVISION,S Rock,2,452,431,95.3539823
2024-07-01,B DIVISION,S Rock,1,462,461,99.7835498
2024-07-01,B DIVISION,W,1,819,745,90.964591
2024-07-01,Systemwide,Systemwide,1,47176,44240,93.7764965
2024-07-01,Systemwide,Systemwide,2,24732,23682,95.7544881
2024-06-01,A DIVISION,1,1,1680,1591,94.702381
2024-06-01,A DIVISION,1,2,1377,1323,96.0784314
2024-06-01,A DIVISION,2,1,2219,2064,93.0148716
2024-06-01,A DIVISION,2,2,2105,2011,95.5344418
2024-06-01,A DIVISION,3,1,2060,1992,96.6990291
2024-06-01,A DIVISION,3,2,1631,1597,97.9153893
2024-06-01,A DIVISION,4,1,2760,2590,93.8405797
2024-06-01,A DIVISION,4,2,2383,2313,97.0625262
2024-06-01,A DIVISION,5,1,2578,2349,91.1171451
2024-06-01,A DIVISION,5,2,1034,978,94.5841393
2024-06-01,A DIVISION,6,1,2060,1964,95.3398058
2024-06-01,A DIVISION,6,2,1237,1188,96.0388036
2024-06-01,A DIVISION,7,1,2675,2529,94.5420561
2024-06-01,A DIVISION,7,2,1720,1682,97.7906977
2024-06-01,A DIVISION,S 42nd,1,2020,2000,99.009901
2024-06-01,A DIVISION,S 42nd,2,1848,1848,100
2024-06-01,B DIVISION,A,2,1815,1682,92.6721763
2024-06-01,B DIVISION,A,1,2560,2419,94.4921875
2024-06-01,B DIVISION,B,1,1680,1526,90.8333333
2024-06-01,B DIVISION,C,1,1520,1403,92.3026316
2024-06-01,B DIVISION,C,2,1520,1404,92.3684211
2024-06-01,B DIVISION,D,2,1601,1491,93.1292942
2024-06-01,B DIVISION,D,1,1821,1721,94.5085118
2024-06-01,B DIVISION,E,2,800,770,96.25
2024-06-01,B DIVISION,E,1,1560,1460,93.5897436
2024-06-01,B DIVISION,F,1,2900,2771,95.5517241
2024-06-01,B DIVISION,F,2,1600,1461,91.3125
2024-06-01,B DIVISION,G,1,940,899,95.6382979
2024-06-01,B DIVISION,G,2,1990,1943,97.638191
2024-06-01,B DIVISION,JZ,1,1020,977,95.7843137
2024-06-01,B DIVISION,JZ,2,880,851,96.7045455
2024-06-01,B DIVISION,L,1,1919,1878,97.8634706
2024-06-01,B DIVISION,L,2,1144,1076,94.0559441
2024-06-01,B DIVISION,M,1,1800,1638,91
2024-06-01,B DIVISION,M,2,760,714,93.9473684
2024-06-01,B DIVISION,N,1,1820,1745,95.8791209
2024-06-01,B DIVISION,N,2,1441,1361,94.4482998
2024-06-01,B DIVISION,Q,2,2082,1993,95.7252642
2024-06-01,B DIVISION,Q,1,2060,1926,93.4951456
2024-06-01,B DIVISION,R,1,2060,1924,93.3980583
2024-06-01,B DIVISION,R,2,1280,1209,94.453125
2024-06-01,B DIVISION,S Fkln,1,720,716,99.4444444
2024-06-01,B DIVISION,S Fkln,2,528,528,100
2024-06-01,B DIVISION,S Rock,2,565,553,97.8761062
2024-06-01,B DIVISION,S Rock,1,420,421,100.2380952
2024-06-01,B DIVISION,W,1,780,723,92.6923077
2024-06-01,Systemwide,Systemwide,1,43632,41226,94.4856986
2024-06-01,Systemwide,Systemwide,2,31341,29976,95.6446827
2024-05-01,A DIVISION,1,2,1032,965,93.5077519
2024-05-01,A DIVISION,1,1,1848,1773,95.9415584
2024-05-01,A DIVISION,2,2,1427,1382,96.8465312
2024-05-01,A DIVISION,2,1,2442,2345,96.027846
2024-05-01,A DIVISION,3,1,2266,2183,96.337158
2024-05-01,A DIVISION,3,2,1280,1276,99.6875
2024-05-01,A DIVISION,4,1,3033,2905,95.779756
2024-05-01,A DIVISION,4,2,1906,1800,94.4386149
2024-05-01,A DIVISION,5,2,1024,967,94.4335938
2024-05-01,A DIVISION,5,1,2836,2691,94.887165
2024-05-01,A DIVISION,6,2,1096,1033,94.2518248
2024-05-01,A DIVISION,6,1,2266,2141,94.4836717
2024-05-01,A DIVISION,7,1,2944,2784,94.5652174
2024-05-01,A DIVISION,7,2,1168,1168,100
2024-05-01,A DIVISION,S 42nd,1,2222,2216,99.729973
2024-05-01,A DIVISION,S 42nd,2,1464,1464,100
2024-05-01,B DIVISION,A,2,1306,1267,97.0137825
2024-05-01,B DIVISION,A,1,2807,2661,94.7987175
2024-05-01,B DIVISION,B,1,1848,1682,91.017316
2024-05-01,B DIVISION,C,1,1674,1558,93.0704898
2024-05-01,B DIVISION,C,2,1118,1078,96.4221825
2024-05-01,B DIVISION,D,1,2007,1903,94.8181365
2024-05-01,B DIVISION,D,2,1280,1255,98.046875
2024-05-01,B DIVISION,E,2,480,465,96.875
2024-05-01,B DIVISION,E,1,1716,1625,94.6969697
2024-05-01,B DIVISION,F,2,1280,1099,85.859375
2024-05-01,B DIVISION,F,1,3190,2997,93.9498433
2024-05-01,B DIVISION,G,2,1605,1595,99.376947
2024-05-01,B DIVISION,G,1,1034,997,96.4216634
2024-05-01,B DIVISION,JZ,2,660,636,96.3636364
2024-05-01,B DIVISION,JZ,1,1122,1091,97.2370766
2024-05-01,B DIVISION,L,2,960,953,99.2708333
2024-05-01,B DIVISION,L,1,2111,2054,97.2998579
2024-05-01,B DIVISION,M,2,897,875,97.5473802
2024-05-01,B DIVISION,M,1,1980,1832,92.5252525
2024-05-01,B DIVISION,N,1,2002,1860,92.9070929
2024-05-01,B DIVISION,N,2,1281,1241,96.8774395
2024-05-01,B DIVISION,Q,2,1700,1649,97
2024-05-01,B DIVISION,Q,1,2266,2158,95.2338923
2024-05-01,B DIVISION,R,2,1040,1005,96.6346154
2024-05-01,B DIVISION,R,1,2266,2087,92.1006178
2024-05-01,B DIVISION,S Fkln,1,792,789,99.6212121
2024-05-01,B DIVISION,S Fkln,2,704,696,98.8636364
2024-05-01,B DIVISION,S Rock,1,462,463,100.2164502
2024-05-01,B DIVISION,S Rock,2,226,225,99.5575221
2024-05-01,B DIVISION,W,1,858,781,91.025641
2024-05-01,Systemwide,Systemwide,1,47992,45576,94.9658276
2024-05-01,Systemwide,Systemwide,2,24934,24094,96.6311061
2024-04-01,A DIVISION,1,2,1030,1000,97.0873786
2024-04-01,A DIVISION,1,1,1848,1760,95.2380952
2024-04-01,A DIVISION,2,1,2442,2308,94.5126945
2024-04-01,A DIVISION,2,2,1417,1361,96.0479887
2024-04-01,A DIVISION,3,2,960,950,98.9583333
2024-04-01,A DIVISION,3,1,2266,2151,94.9249779
2024-04-01,A DIVISION,4,1,3031,2922,96.4038271
2024-04-01,A DIVISION,4,2,1910,1887,98.7958115
2024-04-01,A DIVISION,5,1,2723,2583,94.8586118
2024-04-01,A DIVISION,5,2,1020,961,94.2156863
2024-04-01,A DIVISION,6,2,1166,1142,97.941681
2024-04-01,A DIVISION,6,1,2266,2195,96.8667255
2024-04-01,A DIVISION,7,1,2948,2778,94.2333786
2024-04-01,A DIVISION,7,2,928,932,100.4310345
2024-04-01,A DIVISION,S 42nd,2,1464,1449,98.9754098
2024-04-01,A DIVISION,S 42nd,1,2222,2215,99.6849685
2024-04-01,B DIVISION,A,1,2816,2706,96.09375
2024-04-01,B DIVISION,A,2,1306,1285,98.3920368
2024-04-01,B DIVISION,B,1,1848,1732,93.7229437
2024-04-01,B DIVISION,C,1,1672,1593,95.2751196
2024-04-01,B DIVISION,C,2,1120,1072,95.7142857
2024-04-01,B DIVISION,D,1,2012,1937,96.2723658
2024-04-01,B DIVISION,D,2,1280,1254,97.96875
2024-04-01,B DIVISION,E,2,720,712,98.8888889
2024-04-01,B DIVISION,E,1,1718,1585,92.25844
2024-04-01,B DIVISION,F,2,1279,1263,98.7490227
2024-04-01,B DIVISION,F,1,3190,2974,93.2288401
2024-04-01,B DIVISION,G,2,1884,1862,98.8322718
2024-04-01,B DIVISION,G,1,1034,981,94.8742747
2024-04-01,B DIVISION,JZ,2,857,849,99.0665111
2024-04-01,B DIVISION,JZ,1,1122,1079,96.1675579
2024-04-01,B DIVISION,L,2,720,704,97.7777778
2024-04-01,B DIVISION,L,1,2111,2052,97.2051161
2024-04-01,B DIVISION,M,1,1980,1819,91.8686869
2024-04-01,B DIVISION,M,2,820,779,95
2024-04-01,B DIVISION,N,1,2002,1892,94.5054945
2024-04-01,B DIVISION,N,2,1024,985,96.1914063
2024-04-01,B DIVISION,Q,1,2266,2176,96.0282436
2024-04-01,B DIVISION,Q,2,1612,1532,95.0372208
2024-04-01,B DIVISION,R,1,2266,2089,92.1888791
2024-04-01,B DIVISION,R,2,1361,1286,94.4893461
2024-04-01,B DIVISION,S Fkln,1,792,790,99.7474747
2024-04-01,B DIVISION,S Fkln,2,704,698,99.1477273
2024-04-01,B DIVISION,S Rock,1,462,464,100.4329004
2024-04-01,B DIVISION,S Rock,2,452,451,99.7787611
2024-04-01,B DIVISION,W,1,858,797,92.8904429
2024-04-01,Systemwide,Systemwide,1,47895,45578,95.1623343
2024-04-01,Systemwide,Systemwide,2,25034,24414,97.5233682
2024-03-01,A DIVISION,1,1,1764,1657,93.9342404
2024-03-01,A DIVISION,1,2,1198,1162,96.9949917
2024-03-01,A DIVISION,2,1,2312,2202,95.2422145
2024-03-01,A DIVISION,2,2,1592,1465,92.0226131
2024-03-01,A DIVISION,3,1,2151,2097,97.4895397
2024-03-01,A DIVISION,3,2,1599,1536,96.0600375
2024-03-01,A DIVISION,4,1,2892,2739,94.7095436
2024-03-01,A DIVISION,4,2,2380,2265,95.1680672
2024-03-01,A DIVISION,5,1,2709,2480,91.5466962
2024-03-01,A DIVISION,5,2,1440,1387,96.3194444
2024-03-01,A DIVISION,6,1,2163,1975,91.308368
2024-03-01,A DIVISION,6,2,1475,1439,97.559322
2024-03-01,A DIVISION,7,1,2814,2766,98.2942431
2024-03-01,A DIVISION,7,2,928,921,99.2456897
2024-03-01,A DIVISION,S 42nd,1,2121,2117,99.8114097
2024-03-01,A DIVISION,S 42nd,2,1830,1814,99.1256831
2024-03-01,B DIVISION,A,1,2688,2513,93.4895833
2024-03-01,B DIVISION,A,2,1910,1878,98.3246073
2024-03-01,B DIVISION,B,1,1674,1518,90.6810036
2024-03-01,B DIVISION,C,1,1596,1478,92.6065163
2024-03-01,B DIVISION,C,2,1600,1530,95.625
2024-03-01,B DIVISION,D,1,1924,1814,94.2827443
2024-03-01,B DIVISION,D,2,1600,1560,97.5
2024-03-01,B DIVISION,E,1,1554,1453,93.5006435
2024-03-01,B DIVISION,E,2,960,932,97.0833333
2024-03-01,B DIVISION,F,2,1184,1163,98.2263514
2024-03-01,B DIVISION,F,1,1862,1764,94.7368421
2024-03-01,B DIVISION,G,1,987,945,95.7446809
2024-03-01,B DIVISION,G,2,2268,2214,97.6190476
2024-03-01,B DIVISION,JZ,1,1071,1043,97.3856209
2024-03-01,B DIVISION,JZ,2,1100,1066,96.9090909
2024-03-01,B DIVISION,L,1,2015,2002,99.3548387
2024-03-01,B DIVISION,L,2,1384,1361,98.3381503
2024-03-01,B DIVISION,M,1,735,744,101.2244898
2024-03-01,B DIVISION,M,2,1040,1016,97.6923077
2024-03-01,B DIVISION,N,1,1911,1801,94.2438514
2024-03-01,B DIVISION,N,2,1278,1239,96.9483568
2024-03-01,B DIVISION,Q,1,2163,2033,93.9898289
2024-03-01,B DIVISION,Q,2,975,958,98.2564103
2024-03-01,B DIVISION,R,1,2289,2104,91.9178681
2024-03-01,B DIVISION,R,2,1922,1886,98.1269511
2024-03-01,B DIVISION,S Fkln,1,756,758,100.2645503
2024-03-01,B DIVISION,S Fkln,2,880,870,98.8636364
2024-03-01,B DIVISION,S Rock,2,565,558,98.7610619
2024-03-01,B DIVISION,S Rock,1,441,437,99.0929705
2024-03-01,B DIVISION,W,1,819,755,92.1855922
2024-03-01,Systemwide,Systemwide,1,43411,41195,94.895303
2024-03-01,Systemwide,Systemwide,2,31108,30220,97.1454288
2024-02-01,A DIVISION,1,1,1680,1581,94.1071429
2024-02-01,A DIVISION,1,2,1102,1043,94.646098
2024-02-01,A DIVISION,2,2,1565,1399,89.3929712
2024-02-01,A DIVISION,2,1,2180,2007,92.0642202
2024-02-01,A DIVISION,3,2,640,610,95.3125
2024-02-01,A DIVISION,3,1,2032,1919,94.4389764
2024-02-01,A DIVISION,4,1,2751,2651,96.3649582
2024-02-01,A DIVISION,4,2,1902,1736,91.2723449
2024-02-01,A DIVISION,5,1,2580,2394,92.7906977
2024-02-01,A DIVISION,5,2,814,761,93.4889435
2024-02-01,A DIVISION,6,2,1166,1113,95.4545455
2024-02-01,A DIVISION,6,1,2060,1946,94.4660194
2024-02-01,A DIVISION,7,1,2680,2613,97.5
2024-02-01,A DIVISION,7,2,1096,1082,98.7226277
2024-02-01,A DIVISION,S 42nd,2,1464,1464,100
2024-02-01,A DIVISION,S 42nd,1,2020,2013,99.6534653
2024-02-01,B DIVISION,A,2,1337,1305,97.6065819
2024-02-01,B DIVISION,A,1,2560,2408,94.0625
2024-02-01,B DIVISION,B,1,1584,1439,90.8459596
2024-02-01,B DIVISION,C,1,1521,1378,90.5982906
2024-02-01,B DIVISION,C,2,1120,1040,92.8571429
2024-02-01,B DIVISION,D,1,1820,1685,92.5824176
2024-02-01,B DIVISION,D,2,1280,1210,94.53125
2024-02-01,B DIVISION,E,2,560,539,96.25
2024-02-01,B DIVISION,E,1,1480,1353,91.4189189
2024-02-01,B DIVISION,F,2,799,771,96.4956195
2024-02-01,B DIVISION,F,1,2840,2484,87.4647887
2024-02-01,B DIVISION,G,2,1406,1387,98.6486486
2024-02-01,B DIVISION,G,1,940,872,92.7659574
2024-02-01,B DIVISION,JZ,2,660,619,93.7878788
2024-02-01,B DIVISION,JZ,1,1020,984,96.4705882
2024-02-01,B DIVISION,L,1,1919,1872,97.5508077
2024-02-01,B DIVISION,L,2,1596,1465,91.7919799
2024-02-01,B DIVISION,M,1,700,693,99
2024-02-01,B DIVISION,M,2,660,627,95
2024-02-01,B DIVISION,N,1,1816,1692,93.1718062
2024-02-01,B DIVISION,N,2,1278,1190,93.114241
2024-02-01,B DIVISION,Q,1,2060,1913,92.8640777
2024-02-01,B DIVISION,Q,2,1618,1527,94.3757726
2024-02-01,B DIVISION,R,1,2180,1958,89.8165138
2024-02-01,B DIVISION,R,2,1120,1069,95.4464286
2024-02-01,B DIVISION,S Fkln,1,720,720,100
2024-02-01,B DIVISION,S Fkln,2,704,688,97.7272727
2024-02-01,B DIVISION,S Rock,2,452,448,99.1150442
2024-02-01,B DIVISION,S Rock,1,420,422,100.4761905
2024-02-01,B DIVISION,W,1,773,676,87.4514877
2024-02-01,Systemwide,Systemwide,1,42336,39673,93.709845
2024-02-01,Systemwide,Systemwide,2,24339,23093,94.8806442
2024-01-01,A DIVISION,1,1,1764,1554,88.0952381
2024-01-01,A DIVISION,1,2,872,825,94.6100917
2024-01-01,A DIVISION,2,1,2330,2095,89.9141631
2024-01-01,A DIVISION,2,2,1181,1127,95.4276037
2024-01-01,A DIVISION,3,2,1119,1086,97.0509383
2024-01-01,A DIVISION,3,1,2163,2016,93.2038835
2024-01-01,A DIVISION,4,1,3036,2829,93.1818182
2024-01-01,A DIVISION,4,2,1905,1834,96.2729659
2024-01-01,A DIVISION,5,1,2838,2604,91.7547569
2024-01-01,A DIVISION,5,2,825,811,98.3030303
2024-01-01,A DIVISION,6,2,1166,1129,96.8267581
2024-01-01,A DIVISION,6,1,2263,2143,94.6973045
2024-01-01,A DIVISION,7,1,2948,2728,92.5373134
2024-01-01,A DIVISION,S 42nd,1,2222,2189,98.5148515
2024-01-01,A DIVISION,S 42nd,2,1464,1464,100
2024-01-01,B DIVISION,A,2,1528,1473,96.4005236
2024-01-01,B DIVISION,A,1,2816,2585,91.796875
2024-01-01,B DIVISION,B,1,1848,1683,91.0714286
2024-01-01,B DIVISION,C,2,1280,1214,94.84375
2024-01-01,B DIVISION,C,1,1672,1524,91.1483254
2024-01-01,B DIVISION,D,2,1280,1229,96.015625
2024-01-01,B DIVISION,D,1,2003,1850,92.3614578
2024-01-01,B DIVISION,E,2,960,924,96.25
2024-01-01,B DIVISION,E,1,1628,1534,94.2260442
2024-01-01,B DIVISION,F,2,1280,1233,96.328125
2024-01-01,B DIVISION,F,1,3124,2728,87.3239437
2024-01-01,B DIVISION,G,2,1837,1845,100.4354927
2024-01-01,B DIVISION,G,1,1034,990,95.7446809
2024-01-01,B DIVISION,JZ,2,880,838,95.2272727
2024-01-01,B DIVISION,JZ,1,1122,1070,95.3654189
2024-01-01,B DIVISION,L,1,2111,1997,94.5997158
2024-01-01,B DIVISION,L,2,1596,1524,95.4887218
2024-01-01,B DIVISION,M,1,770,768,99.7402597
2024-01-01,B DIVISION,M,2,880,858,97.5
2024-01-01,B DIVISION,N,2,640,589,92.03125
2024-01-01,B DIVISION,N,1,1998,1814,90.7907908
2024-01-01,B DIVISION,Q,1,2266,2053,90.6001765
2024-01-01,B DIVISION,Q,2,464,426,91.8103448
2024-01-01,B DIVISION,R,1,2398,2168,90.4086739
2024-01-01,B DIVISION,R,2,1924,1776,92.3076923
2024-01-01,B DIVISION,S Fkln,1,792,790,99.7474747
2024-01-01,B DIVISION,S Fkln,2,704,698,99.1477273
2024-01-01,B DIVISION,S Rock,2,452,449,99.3362832
2024-01-01,B DIVISION,S Rock,1,462,462,100
2024-01-01,B DIVISION,W,1,851,756,88.8366627
2024-01-01,Systemwide,Systemwide,1,46459,42930,92.4040552
2024-01-01,Systemwide,Systemwide,2,24237,23352,96.348558
2023-12-01,A DIVISION,1,1,1680,1585,94.3452381
2023-12-01,A DIVISION,1,2,1344,1271,94.5684524
2023-12-01,A DIVISION,2,1,2218,2026,91.3435528
2023-12-01,A DIVISION,2,2,1893,1817,95.9852087
2023-12-01,A DIVISION,3,1,2060,1940,94.1747573
2023-12-01,A DIVISION,3,2,1600,1535,95.9375
2023-12-01,A DIVISION,4,1,2747,2573,93.6658173
2023-12-01,A DIVISION,4,2,2385,2217,92.9559748
2023-12-01,A DIVISION,5,1,2580,2339,90.6589147
2023-12-01,A DIVISION,5,2,1582,1478,93.426043
2023-12-01,A DIVISION,6,1,2060,1893,91.8932039
2023-12-01,A DIVISION,6,2,1428,1344,94.1176471
2023-12-01,A DIVISION,7,1,2680,2454,91.5671642
2023-12-01,A DIVISION,7,2,1558,1487,95.4428755
2023-12-01,A DIVISION,S 42nd,1,1616,1611,99.6905941
2023-12-01,A DIVISION,S 42nd,2,1830,1830,100
2023-12-01,B DIVISION,A,2,1815,1734,95.5371901
2023-12-01,B DIVISION,A,1,2560,2350,91.796875
2023-12-01,B DIVISION,B,1,1681,1493,88.8161808
2023-12-01,B DIVISION,C,1,1508,1287,85.3448276
2023-12-01,B DIVISION,C,2,1280,1123,87.734375
2023-12-01,B DIVISION,D,1,1821,1634,89.7309171
2023-12-01,B DIVISION,D,2,1600,1562,97.625
2023-12-01,B DIVISION,E,2,800,755,94.375
2023-12-01,B DIVISION,E,1,1480,1366,92.2972973
2023-12-01,B DIVISION,F,2,1600,1521,95.0625
2023-12-01,B DIVISION,F,1,2851,2488,87.2676254
2023-12-01,B DIVISION,G,2,2268,2182,96.2081129
2023-12-01,B DIVISION,G,1,918,860,93.6819172
2023-12-01,B DIVISION,JZ,1,1020,951,93.2352941
2023-12-01,B DIVISION,JZ,2,1100,1057,96.0909091
2023-12-01,B DIVISION,L,1,1919,1801,93.850964
2023-12-01,B DIVISION,L,2,2260,2127,94.1150442
2023-12-01,B DIVISION,M,1,700,659,94.1428571
2023-12-01,B DIVISION,M,2,1100,1036,94.1818182
2023-12-01,B DIVISION,N,1,1809,1594,88.1149807
2023-12-01,B DIVISION,N,2,1600,1505,94.0625
2023-12-01,B DIVISION,Q,1,2061,1860,90.2474527
2023-12-01,B DIVISION,Q,2,2154,2089,96.9823584
2023-12-01,B DIVISION,R,1,2140,1866,87.1962617
2023-12-01,B DIVISION,R,2,1120,1063,94.9107143
2023-12-01,B DIVISION,S Fkln,2,880,867,98.5227273
2023-12-01,B DIVISION,S Fkln,1,720,710,98.6111111
2023-12-01,B DIVISION,S Rock,1,420,424,100.952381
2023-12-01,B DIVISION,S Rock,2,564,544,96.4539007
2023-12-01,B DIVISION,W,1,780,670,85.8974359
2023-12-01,Systemwide,Systemwide,1,42029,38434,91.4463823
2023-12-01,Systemwide,Systemwide,2,33761,32144,95.2104499
2023-11-01,A DIVISION,1,1,1764,1691,95.861678
2023-11-01,A DIVISION,1,2,958,929,96.9728601
2023-11-01,A DIVISION,2,1,2331,2161,92.7069927
2023-11-01,A DIVISION,2,2,1280,1194,93.28125
2023-11-01,A DIVISION,3,1,2163,2062,95.3305594
2023-11-01,A DIVISION,3,2,960,926,96.4583333
2023-11-01,A DIVISION,4,1,2894,2764,95.5079475
2023-11-01,A DIVISION,4,2,1908,1798,94.2348008
2023-11-01,A DIVISION,5,1,2709,2490,91.9158361
2023-11-01,A DIVISION,5,2,1574,1514,96.1880559
2023-11-01,A DIVISION,6,1,2163,2025,93.6199723
2023-11-01,A DIVISION,6,2,1076,1020,94.795539
2023-11-01,A DIVISION,7,1,2814,2629,93.4257285
2023-11-01,A DIVISION,7,2,928,910,98.0603448
2023-11-01,A DIVISION,S 42nd,2,1365,1363,99.8534799
2023-11-01,A DIVISION,S 42nd,1,2121,2113,99.6228194
2023-11-01,B DIVISION,A,1,2688,2503,93.1175595
2023-11-01,B DIVISION,A,2,1528,1427,93.3900524
2023-11-01,B DIVISION,B,1,1752,1623,92.6369863
2023-11-01,B DIVISION,C,1,1575,1438,91.3015873
2023-11-01,B DIVISION,C,2,1280,1219,95.234375
2023-11-01,B DIVISION,D,1,1911,1814,94.9241235
2023-11-01,B DIVISION,D,2,1280,1208,94.375
2023-11-01,B DIVISION,E,2,720,676,93.8888889
2023-11-01,B DIVISION,E,1,1554,1437,92.4710425
2023-11-01,B DIVISION,F,2,1280,1201,93.828125
2023-11-01,B DIVISION,F,1,3003,2725,90.7425907
2023-11-01,B DIVISION,G,2,1558,1487,95.4428755
2023-11-01,B DIVISION,G,1,945,931,98.5185185
2023-11-01,B DIVISION,JZ,2,852,843,98.943662
2023-11-01,B DIVISION,JZ,1,1071,996,92.9971989
2023-11-01,B DIVISION,L,2,1384,1332,96.2427746
2023-11-01,B DIVISION,L,1,2015,1947,96.6253102
2023-11-01,B DIVISION,M,2,220,219,99.5454545
2023-11-01,B DIVISION,M,1,735,734,99.8639456
2023-11-01,B DIVISION,N,2,1085,1006,92.718894
2023-11-01,B DIVISION,N,1,1890,1739,92.010582
2023-11-01,B DIVISION,Q,1,2151,1960,91.1204091
2023-11-01,B DIVISION,Q,2,1715,1623,94.6355685
2023-11-01,B DIVISION,R,2,1282,1225,95.5538222
2023-11-01,B DIVISION,R,1,2226,2070,92.9919137
2023-11-01,B DIVISION,S Fkln,1,756,753,99.6031746
2023-11-01,B DIVISION,S Fkln,2,704,704,100
2023-11-01,B DIVISION,S Rock,1,441,443,100.4535147
2023-11-01,B DIVISION,S Rock,2,451,444,98.4478936
2023-11-01,B DIVISION,W,1,819,746,91.0866911
2023-11-01,Systemwide,Systemwide,2,25388,24268,95.588467
2023-11-01,Systemwide,Systemwide,1,44491,41794,93.9380998
2023-10-01,A DIVISION,1,1,1848,1778,96.2121212
2023-10-01,A DIVISION,1,2,1124,1052,93.594306
2023-10-01,A DIVISION,2,2,1581,1519,96.0784314
2023-10-01,A DIVISION,2,1,2441,2237,91.6427694
2023-10-01,A DIVISION,3,1,2266,2114,93.2921447
2023-10-01,A DIVISION,3,2,1120,1079,96.3392857
2023-10-01,A DIVISION,4,1,3036,2857,94.1040843
2023-10-01,A DIVISION,4,2,2143,2027,94.5870275
2023-10-01,A DIVISION,5,2,1148,1073,93.466899
2023-10-01,A DIVISION,5,1,2816,2586,91.8323864
2023-10-01,A DIVISION,6,1,2266,2147,94.7484554
2023-10-01,A DIVISION,6,2,1175,1119,95.2340426
2023-10-01,A DIVISION,7,1,2948,2739,92.9104478
2023-10-01,A DIVISION,7,2,1216,1174,96.5460526
2023-10-01,A DIVISION,S 42nd,1,2222,2223,100.0450045
2023-10-01,A DIVISION,S 42nd,2,1539,1533,99.6101365
2023-10-01,B DIVISION,A,1,2816,2628,93.3238636
2023-10-01,B DIVISION,A,2,1574,1492,94.7903431
2023-10-01,B DIVISION,B,1,1843,1741,94.4655453
2023-10-01,B DIVISION,C,1,1650,1503,91.0909091
2023-10-01,B DIVISION,C,2,1320,1149,87.0454545
2023-10-01,B DIVISION,D,2,1440,1296,90
2023-10-01,B DIVISION,D,1,2002,1846,92.2077922
2023-10-01,B DIVISION,E,2,720,656,91.1111111
2023-10-01,B DIVISION,E,1,1628,1506,92.5061425
2023-10-01,B DIVISION,F,2,1440,1343,93.2638889
2023-10-01,B DIVISION,F,1,3146,2817,89.5422759
2023-10-01,B DIVISION,G,2,1880,1818,96.7021277
2023-10-01,B DIVISION,G,1,990,963,97.2727273
2023-10-01,B DIVISION,JZ,2,755,711,94.1721854
2023-10-01,B DIVISION,JZ,1,1122,1062,94.6524064
2023-10-01,B DIVISION,L,2,1605,1567,97.6323988
2023-10-01,B DIVISION,L,1,2111,2064,97.773567
2023-10-01,B DIVISION,M,2,760,731,96.1842105
2023-10-01,B DIVISION,M,1,770,756,98.1818182
2023-10-01,B DIVISION,N,2,1440,1363,94.6527778
2023-10-01,B DIVISION,N,1,1980,1859,93.8888889
2023-10-01,B DIVISION,Q,2,864,783,90.625
2023-10-01,B DIVISION,Q,1,2265,2083,91.9646799
2023-10-01,B DIVISION,R,1,2325,2129,91.5698925
2023-10-01,B DIVISION,R,2,1200,1138,94.8333333
2023-10-01,B DIVISION,S Fkln,2,784,780,99.4897959
2023-10-01,B DIVISION,S Fkln,1,792,792,100
2023-10-01,B DIVISION,S Rock,2,500,499,99.8
2023-10-01,B DIVISION,S Rock,1,462,460,99.5670996
2023-10-01,B DIVISION,W,1,858,786,91.6083916
2023-10-01,B DIVISION,W,2,188,151,80.3191489
2023-10-01,Systemwide,Systemwide,2,27516,26053,94.6830935
2023-10-01,Systemwide,Systemwide,1,46603,43676,93.7192885
